track,artist,album,date_added,plays,popularity,acousticness,danceability,speechiness,tempo,time_signature,valence,energy,liveness,instrumentalness
Airplane pt.2,BTS,Love Yourself 轉 'Tear',2018-06-30,1,75,0.03,0.77,0.03,139,4,0.87,0.82,0.08,0.0
Vacation,Sobs,Telltale Signs,2018-06-25,1,28,0.01,0.62,0.06,155,4,0.67,0.53,0.04,0.0
Breakfast,Sobs,Telltale Signs,2018-06-25,1,29,0.08,0.5,0.03,133,4,0.43,0.68,0.43,0.02
Party Song,Sobs,Telltale Signs,2018-06-25,1,28,0.05,0.48,0.04,146,4,0.56,0.71,0.52,0.01
Virga,MØL,Jord,2018-06-19,1,24,0.0,0.36,0.1,140,4,0.09,0.98,0.26,0.85
Jord,MØL,Jord,2018-06-19,1,28,0.0,0.42,0.07,90,4,0.09,0.96,0.08,0.86
Tourniquet,TesseracT,Polaris,2015-12-28,1,35,0.04,0.4,0.04,163,4,0.08,0.56,0.12,0.88
Hexes,TesseracT,Polaris,2015-12-28,1,37,0.01,0.24,0.04,104,5,0.09,0.72,0.18,0.0
"I Don't Trust Myself (With Loving You) - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,2017-11-12,1,52,0.44,0.62,0.03,83,4,0.46,0.49,0.94,0.01
Static,Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven,2017-11-12,1,37,0.29,0.21,0.05,124,4,0.04,0.42,0.18,0.76
"Belief - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,2017-11-12,1,51,0.27,0.59,0.06,101,4,0.38,0.89,0.69,0.02
BOYS,BROCKHAMPTON,SATURATION,2017-06-09,1,58,0.25,0.8,0.3,145,4,0.85,0.52,0.1,0.0
STAR,BROCKHAMPTON,SATURATION,2017-06-09,1,67,0.15,0.78,0.28,75,4,0.29,0.39,0.39,0.0
HEAT,BROCKHAMPTON,SATURATION,2017-06-09,1,62,0.09,0.69,0.3,78,4,0.41,0.74,0.15,0.0
The Tourist (Remastered),Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,1,49,0.26,0.25,0.03,114,5,0.04,0.33,0.1,0.08
"Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,2017-11-12,1,56,0.48,0.44,0.08,83,3,0.5,0.55,0.95,0.0
Yikes,Kanye West,ye,2018-06-01,1,81,0.14,0.68,0.36,173,4,0.23,0.78,0.23,0.0
BUMP,BROCKHAMPTON,SATURATION,2017-06-09,1,56,0.06,0.62,0.48,147,4,0.38,0.7,0.23,0.0
Paradise,BTS,Love Yourself 轉 'Tear',2018-06-30,1,72,0.21,0.52,0.36,139,4,0.93,0.83,0.06,0.0
Total Football,Parquet Courts,Wide Awake!,2018-05-24,1,56,0.12,0.26,0.04,171,4,0.72,0.84,0.11,0.0
Violence,Parquet Courts,Wide Awake!,2018-05-24,1,50,0.03,0.45,0.22,185,4,0.71,0.94,0.11,0.0
SWIM,BROCKHAMPTON,SATURATION,2017-06-09,1,55,0.15,0.66,0.04,92,4,0.5,0.49,0.11,0.0
2PAC,BROCKHAMPTON,SATURATION,2017-06-09,1,54,0.5,0.71,0.21,77,3,0.71,0.5,0.18,0.0
SKIT 3,BROCKHAMPTON,SATURATION,2017-06-09,1,48,0.77,0.66,0.17,115,5,0.83,0.2,0.22,0.0
BANK,BROCKHAMPTON,SATURATION,2017-06-09,1,54,0.09,0.64,0.3,80,4,0.41,0.66,0.38,0.0
To Care (Like You),James Blake,James Blake,2018-07-19,1,30,0.78,0.58,0.14,146,4,0.04,0.29,0.29,0.19
Lindisfarne I,James Blake,James Blake,2018-07-19,1,31,0.9,0.54,0.2,80,4,0.19,0.01,0.08,0.0
Lindisfarne II,James Blake,James Blake,2018-07-19,1,32,0.94,0.62,0.08,79,4,0.5,0.12,0.11,0.63
Give Me My Month,James Blake,James Blake,2018-07-19,1,30,0.99,0.48,0.05,138,5,0.33,0.07,0.15,0.02
You Know Your Youth,James Blake,James Blake,2018-07-19,1,31,0.87,0.6,0.15,67,3,0.51,0.16,0.1,0.1
Handcuffs,Brand New,The Devil And God Are Raging Inside Me,2017-11-06,1,28,0.18,0.54,0.03,102,4,0.16,0.44,0.09,0.0
Archers,Brand New,The Devil And God Are Raging Inside Me,2017-11-06,1,31,0.0,0.43,0.13,147,4,0.38,0.98,0.1,0.0
We're Only People (And There's Not Much Anyone Can Do About That),Father John Misty,God's Favorite Customer,2018-06-01,1,48,0.51,0.56,0.03,122,4,0.38,0.52,0.1,0.0
The Songwriter,Father John Misty,God's Favorite Customer,2018-06-01,1,49,0.95,0.44,0.05,142,3,0.19,0.03,0.1,0.0
God's Favorite Customer,Father John Misty,God's Favorite Customer,2018-06-01,1,52,0.36,0.5,0.03,142,4,0.38,0.48,0.1,0.01
You Without End,Deafheaven,Ordinary Corrupt Human Love,2018-07-14,1,49,0.04,0.3,0.04,128,4,0.28,0.82,0.32,0.83
Near,Deafheaven,Ordinary Corrupt Human Love,2018-07-14,1,46,0.17,0.3,0.03,133,4,0.16,0.48,0.11,0.93
Whitewater,Let's Eat Grandma,I'm All Ears,2018-07-07,1,44,0.0,0.5,0.04,105,4,0.04,0.56,0.22,0.86
Seven Names,TesseracT,Polaris,2015-12-28,1,32,0.19,0.41,0.04,137,3,0.09,0.49,0.19,0.76
Omega,Periphery,Juggernaut: Omega,2015-12-28,1,33,0.0,0.41,0.09,108,3,0.13,0.93,0.11,0.0
Anpanman,BTS,Love Yourself 轉 'Tear',2018-06-30,1,74,0.02,0.81,0.09,99,4,0.76,0.88,0.29,0.0
134340,BTS,Love Yourself 轉 'Tear',2018-06-30,1,68,0.15,0.66,0.05,106,4,0.65,0.69,0.17,0.0
No Mistakes,Kanye West,ye,2018-06-01,1,72,0.04,0.64,0.06,80,4,0.34,0.64,0.11,0.0
Wouldn't Leave,Kanye West,ye,2018-06-01,1,74,0.49,0.56,0.55,164,4,0.35,0.43,0.31,0.0
Fourth of July,Sufjan Stevens,Carrie & Lowell,2017-04-22,1,32,0.97,0.23,0.05,76,4,0.15,0.1,0.12,0.32
House Of Cards,Radiohead,In Rainbows,2018-03-23,1,61,0.28,0.71,0.03,111,4,0.64,0.5,0.1,0.58
(Guitar),alt-J,An Awesome Wave,2017-09-21,1,49,0.96,0.49,0.04,116,4,0.36,0.09,0.37,0.95
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"good kid, m.A.A.d city",2015-04-23,1,45,0.02,0.59,0.09,133,4,0.1,0.7,0.44,0.0
Perfecto,Mac Miller,Swimming,2018-08-07,1,76,0.75,0.6,0.17,148,4,0.2,0.32,0.11,0.0
Burn the Witch,Radiohead,A Moon Shaped Pool,2018-03-31,1,61,0.3,0.54,0.03,148,4,0.62,0.85,0.11,0.27
Chamber Of Reflection,Mac DeMarco,Salad Days,2017-12-02,1,70,0.26,0.54,0.09,131,4,0.5,0.56,0.1,0.91
Ful Stop,Radiohead,A Moon Shaped Pool,2018-03-31,1,55,0.35,0.43,0.05,151,3,0.18,0.66,0.62,0.94
Rx Queen,Deftones,White Pony (U.S. Version),2018-03-28,1,50,0.0,0.57,0.05,143,4,0.55,0.92,0.17,0.27
Feiticeira,Deftones,White Pony (U.S. Version),2018-03-28,1,50,0.0,0.2,0.26,153,4,0.11,0.97,0.29,0.06
Street Carp,Deftones,White Pony (U.S. Version),2018-03-28,1,45,0.0,0.2,0.06,161,4,0.5,0.94,0.21,0.0
Backseat Freestyle,Kendrick Lamar,"good kid, m.A.A.d city",2015-04-23,1,43,0.0,0.55,0.3,77,4,0.65,0.65,0.24,0.0
Sherane a.k.a Master Splinter’s Daughter,Kendrick Lamar,"good kid, m.A.A.d city",2015-04-23,1,38,0.49,0.5,0.52,81,4,0.32,0.51,0.12,0.01
Candy May,Alex Cameron,Forced Witness,2017-09-16,1,48,0.07,0.79,0.03,99,4,0.75,0.78,0.1,0.12
Pink Maggit,Deftones,White Pony (U.S. Version),2018-03-28,1,46,0.01,0.14,0.05,89,3,0.04,0.67,0.11,0.31
Korea,Deftones,White Pony (U.S. Version),2018-03-28,1,48,0.0,0.27,0.09,88,4,0.15,0.91,0.13,0.0
Passenger,Deftones,White Pony (U.S. Version),2018-03-28,1,62,0.0,0.34,0.06,117,4,0.22,0.8,0.14,0.07
Albatross,Foals,What Went Down,2016-06-09,1,50,0.23,0.54,0.04,120,4,0.33,0.82,0.11,0.76
LUST.,Kendrick Lamar,DAMN.,2017-04-14,1,30,0.2,0.7,0.51,94,4,0.63,0.55,0.11,0.0
Four Sticks,Led Zeppelin,Led Zeppelin IV (Remastered Version),2018-04-01,1,47,0.17,0.51,0.06,107,1,0.32,0.84,0.09,0.81
